w Gamma(a,b) + (1-w) InverseGamma(g,d): [a,b,g,d,w] =	[2.285781, 0.555556, 3.38488, 11.85386, 0.6665321]
gene	p_phi_m_neg	q_phi_m_neg	phi_m_neg	p_phi_k_neg	q_phi_k_neg	phi_k_neg	p_phi_neg	q_phi_neg	phi_neg	p_phi_m_pos	q_phi_m_pos	phi_m_pos_or_p(m=0|s)	p_phi_k_pos	q_phi_k_pos	phi_k_pos_or_p(k=0|s)	p_phi_pos	q_phi_pos	phi_pos_or_p(m=0|s)*p(k=0|s)	m_obs	k_obs	s_obs	dm/ds	dk/ds	d(m+k)/ds
ENSG00000198783.6	1.920694e-01	2.833169e-01	1.353424	6.621252e-01	7.887188e-01	0.120190	2.223544e-01	3.151487e-01	1.473614	1.000000e+00	1.000000e+00	0.258354	1.000000e+00	1.000000e+00	0.886752	1.000000e+00	1.000000e+00	0.229096	0	0	0	0.000000	0.000000	0.000000
ENSG00000198785.7	3.364091e-03	2.893832e-02	3.971748	2.093800e-02	3.639019e-01	0.790479	1.877167e-03	1.954712e-02	4.762227	1.000000e+00	1.000000e+00	0.007790	1.000000e+00	1.000000e+00	0.453627	1.000000e+00	1.000000e+00	0.007790	3	0	7	0.213546	0.000000	0.201529
ENSG00000198791.12	1.221146e-01	2.223652e-01	1.593932	4.675228e-01	7.345923e-01	0.186635	1.307928e-01	2.347511e-01	1.780567	1.000000e+00	1.000000e+00	0.203125	1.000000e+00	1.000000e+00	0.829747	1.000000e+00	1.000000e+00	0.168543	0	0	0	0.000000	0.000000	0.000000
ENSG00000198792.13	6.766206e-01	7.059541e-01	0.320003	8.802116e-01	8.843696e-01	0.054454	8.113335e-01	8.281745e-01	0.374457	4.013482e-01	1.000000e+00	0.775920	1.000000e+00	1.000000e+00	0.947002	5.378055e-01	1.000000e+00	0.775920	2	0	0	1.097075	0.000000	1.064793
ENSG00000198793.14	0.000000e+00	0.000000e+00	11.217198	3.355862e-03	2.024823e-01	1.291062	0.000000e+00	0.000000e+00	12.508260	1.000000e+00	1.000000e+00	0.000013	1.000000e+00	1.000000e+00	0.274979	1.000000e+00	1.000000e+00	0.000004	0	0	10	0.000000	0.000000	0.000000
ENSG00000198794.12	2.505918e-01	3.350216e-01	1.142306	6.621252e-01	7.887188e-01	0.135772	2.871596e-01	3.730641e-01	1.278079	8.165313e-01	1.000000e+00	0.138394	1.000000e+00	1.000000e+00	0.873042	8.576856e-01	1.000000e+00	0.138394	1	0	1	0.326482	0.000000	0.312253
ENSG00000198795.11	1.410520e-05	7.523511e-04	7.504481	1.368910e-02	3.226039e-01	0.893434	1.410520e-05	7.317073e-04	8.397915	1.000000e+00	1.000000e+00	0.000079	1.000000e+00	1.000000e+00	0.409248	1.000000e+00	1.000000e+00	0.000079	1	0	9	0.059701	0.000000	0.056523
ENSG00000198796.7	4.698231e-01	5.273461e-01	0.627512	1.733059e-02	3.444860e-01	0.838934	2.223544e-01	3.151487e-01	1.466446	4.593371e-01	1.000000e+00	0.653078	1.000000e+00	1.000000e+00	0.432171	5.850720e-01	1.000000e+00	0.653078	18	0	10	0.961015	0.000000	0.918004
ENSG00000198797.7	3.552301e-01	4.326586e-01	0.820771	7.288369e-01	8.083671e-01	0.116945	4.223086e-01	4.936168e-01	0.937716	7.363644e-01	1.000000e+00	0.233689	1.000000e+00	1.000000e+00	0.889634	7.984085e-01	1.000000e+00	0.233689	1	0	0	0.420617	0.000000	0.400289
ENSG00000198798.6	5.391396e-01	5.870263e-01	0.515090	7.877661e-01	8.289839e-01	0.086256	6.236873e-01	6.646649e-01	0.601346	5.290908e-01	1.000000e+00	0.532758	1.000000e+00	1.000000e+00	0.917360	6.398801e-01	1.000000e+00	0.532758	2	0	0	0.782059	0.000000	0.755954
ENSG00000198799.12	1.657490e-01	2.614462e-01	1.428064	1.102862e-01	5.519176e-01	0.424494	1.202492e-01	2.235865e-01	1.852559	7.970026e-01	1.000000e+00	0.154253	1.000000e+00	1.000000e+00	0.654100	8.430855e-01	1.000000e+00	0.154253	3	0	3	0.443321	0.000000	0.415737
ENSG00000198805.13	1.532542e-01	2.507086e-01	1.473302	1.372883e-01	5.764956e-01	0.393810	1.169133e-01	2.198585e-01	1.867112	8.165313e-01	1.000000e+00	0.125665	1.000000e+00	1.000000e+00	0.674482	8.576856e-01	1.000000e+00	0.125665	2	0	2	0.361417	0.000000	0.335944
ENSG00000198807.13	9.362210e-02	1.918560e-01	1.761754	7.288369e-01	8.083671e-01	0.104580	1.169133e-01	2.198585e-01	1.866335	1.000000e+00	1.000000e+00	0.171743	1.000000e+00	1.000000e+00	0.900702	1.000000e+00	1.000000e+00	0.154690	0	0	1	0.000000	0.000000	0.000000
ENSG00000198812.5	4.127676e-01	4.795657e-01	0.728496	8.384684e-01	8.533640e-01	0.063986	5.054093e-01	5.622819e-01	0.792482	6.969051e-01	1.000000e+00	0.268603	1.000000e+00	1.000000e+00	0.938018	7.674358e-01	1.000000e+00	0.268603	1	0	0	0.471126	0.000000	0.457104
ENSG00000198814.14	1.187423e-02	6.004160e-02	3.118313	2.497373e-01	6.509314e-01	0.299872	1.251484e-02	6.023762e-02	3.418185	1.000000e+00	1.000000e+00	0.044232	1.000000e+00	1.000000e+00	0.740913	1.000000e+00	1.000000e+00	0.032772	0	0	2	0.000000	0.000000	0.000000
ENSG00000198815.9	6.593124e-02	1.560902e-01	2.026622	1.372883e-01	5.764956e-01	0.383487	5.459183e-02	1.409530e-01	2.410109	8.827223e-01	1.000000e+00	0.042976	1.000000e+00	1.000000e+00	0.681481	9.048440e-01	1.000000e+00	0.042976	1	0	2	0.191750	0.000000	0.177840
ENSG00000198816.7	2.344167e-01	3.200867e-01	1.200022	9.303403e-01	9.319286e-01	0.036070	2.996709e-01	3.846775e-01	1.236092	1.000000e+00	1.000000e+00	0.301187	1.000000e+00	1.000000e+00	0.964573	1.000000e+00	1.000000e+00	0.290517	0	0	0	0.000000	0.000000	0.000000
ENSG00000198818.10	8.501205e-02	1.808326e-01	1.849234	6.621252e-01	7.887188e-01	0.129164	1.029938e-01	2.040331e-01	1.978397	1.000000e+00	1.000000e+00	0.157358	1.000000e+00	1.000000e+00	0.878830	1.000000e+00	1.000000e+00	0.138291	0	0	1	0.000000	0.000000	0.000000
ENSG00000198821.12	6.389656e-02	1.532779e-01	2.059136	5.292624e-01	7.526452e-01	0.176111	7.261240e-02	1.658167e-01	2.235247	1.000000e+00	1.000000e+00	0.127564	1.000000e+00	1.000000e+00	0.838525	1.000000e+00	1.000000e+00	0.106966	0	0	1	0.000000	0.000000	0.000000
ENSG00000198822.11	2.231748e-01	3.102132e-01	1.248387	4.675228e-01	7.345923e-01	0.186821	2.363902e-01	3.275924e-01	1.435208	8.165313e-01	1.000000e+00	0.120022	1.000000e+00	1.000000e+00	0.829592	8.576856e-01	1.000000e+00	0.120022	1	0	1	0.298745	0.000000	0.282375
ENSG00000198824.8	7.025096e-02	1.615516e-01	1.994496	1.751760e-01	6.069273e-01	0.344582	6.208287e-02	1.512081e-01	2.339078	8.671114e-01	1.000000e+00	0.064530	1.000000e+00	1.000000e+00	0.708516	8.940958e-01	1.000000e+00	0.064530	2	0	3	0.288532	0.000000	0.274262
ENSG00000198825.15	3.032830e-01	3.864859e-01	0.953194	1.234099e-01	5.638614e-01	0.418248	2.556403e-01	3.444504e-01	1.371442	6.756004e-01	1.000000e+00	0.295057	1.000000e+00	1.000000e+00	0.658199	7.507705e-01	1.000000e+00	0.295057	3	0	2	0.581153	0.000000	0.534803
ENSG00000198826.11	1.369874e-01	2.357241e-01	1.533631	8.044784e-02	5.134359e-01	0.492269	9.530062e-02	1.946393e-01	2.025900	7.970026e-01	1.000000e+00	0.147422	1.000000e+00	1.000000e+00	0.611238	8.430855e-01	1.000000e+00	0.147422	4	0	4	0.469918	0.000000	0.442865
ENSG00000198829.6	1.789362e-02	7.502711e-02	2.852861	7.288369e-01	8.083671e-01	0.102218	2.468998e-02	8.991866e-02	2.955078	1.000000e+00	1.000000e+00	0.015649	1.892366e-01	1.000000e+00	0.986775	4.657079e-01	1.000000e+00	1.002424	1	1	3	0.139482	2.015649	0.260909
ENSG00000198830.13	2.050767e-01	2.943383e-01	1.314504	7.288369e-01	8.083671e-01	0.104654	2.426012e-01	3.330531e-01	1.419158	1.000000e+00	1.000000e+00	0.268607	1.000000e+00	1.000000e+00	0.900636	1.000000e+00	1.000000e+00	0.241918	0	0	0	0.000000	0.000000	0.000000
ENSG00000198833.7	8.713606e-02	1.836289e-01	1.835966	1.372883e-01	5.764956e-01	0.380010	7.493388e-02	1.687177e-01	2.215977	8.827223e-01	1.000000e+00	0.054133	1.000000e+00	1.000000e+00	0.683854	9.048440e-01	1.000000e+00	0.054133	1	0	2	0.213689	0.000000	0.196707
ENSG00000198836.11	1.598825e-02	7.049495e-02	2.930025	1.636791e-02	3.396341e-01	0.849722	7.578019e-03	4.524211e-02	3.779747	8.941522e-01	1.000000e+00	0.025644	1.000000e+00	1.000000e+00	0.427534	9.121845e-01	1.000000e+00	0.025644	3	0	5	0.260303	0.000000	0.241030
ENSG00000198837.10	6.636497e-03	4.328095e-02	3.497095	1.751760e-01	6.069273e-01	0.343090	6.744637e-03	4.222222e-02	3.840185	1.000000e+00	1.000000e+00	0.007245	1.000000e+00	1.000000e+00	0.709574	1.000000e+00	1.000000e+00	0.007245	1	0	4	0.117486	0.000000	0.112763
ENSG00000198838.15	0.000000e+00	0.000000e+00	21.891685	1.998237e-05	2.100000e-02	3.529276	0.000000e+00	0.000000e+00	25.420961	1.000000e+00	1.000000e+00	0.000000	1.000000e+00	1.000000e+00	0.029326	1.000000e+00	1.000000e+00	0.000000	8	0	33	0.111561	0.000000	0.106028
ENSG00000198839.10	2.050767e-01	2.943383e-01	1.309264	9.303403e-01	9.319286e-01	0.028590	2.678166e-01	3.559522e-01	1.337855	8.369321e-01	1.000000e+00	0.110773	1.029057e-01	1.000000e+00	1.626639	2.862345e-01	1.000000e+00	1.737412	1	1	1	0.284569	4.369879	0.534342
ENSG00000198842.10	2.605901e-01	3.446514e-01	1.103008	1.234099e-01	5.638614e-01	0.414081	2.093271e-01	3.038734e-01	1.517089	6.756004e-01	1.000000e+00	0.282346	1.000000e+00	1.000000e+00	0.660947	7.507705e-01	1.000000e+00	0.282346	6	0	5	0.650874	0.000000	0.621816
ENSG00000198843.14	7.227975e-02	1.641757e-01	1.977709	4.675228e-01	7.345923e-01	0.186022	7.916192e-02	1.739783e-01	2.163731	1.000000e+00	1.000000e+00	0.138386	1.000000e+00	1.000000e+00	0.830256	1.000000e+00	1.000000e+00	0.114896	0	0	0	0.000000	0.000000	0.000000
ENSG00000198844.12	5.968146e-02	1.475774e-01	2.093590	1.234099e-01	5.638614e-01	0.401154	4.777784e-02	1.310348e-01	2.494744	8.671114e-01	1.000000e+00	0.074516	1.000000e+00	1.000000e+00	0.669547	8.940958e-01	1.000000e+00	0.074516	4	0	5	0.383629	0.000000	0.368883
ENSG00000198846.6	6.167382e-02	1.502549e-01	2.064118	5.929039e-01	7.695675e-01	0.150035	7.493388e-02	1.687177e-01	2.214153	1.000000e+00	1.000000e+00	0.126930	1.000000e+00	1.000000e+00	0.860678	1.000000e+00	1.000000e+00	0.109246	0	0	1	0.000000	0.000000	0.000000
ENSG00000198851.10	3.893941e-01	4.605547e-01	0.765354	5.929039e-01	7.695675e-01	0.147009	4.329274e-01	5.023706e-01	0.912362	7.173741e-01	1.000000e+00	0.253883	1.000000e+00	1.000000e+00	0.863286	7.836051e-01	1.000000e+00	0.253883	1	0	0	0.449742	0.000000	0.420785
ENSG00000198853.12	4.360529e-01	4.991550e-01	0.698355	1.102862e-01	5.519176e-01	0.435888	3.335010e-01	4.162341e-01	1.134243	5.290908e-01	1.000000e+00	0.523484	1.000000e+00	1.000000e+00	0.646690	6.398801e-01	1.000000e+00	0.523484	7	0	4	0.839316	0.000000	0.795666
ENSG00000198854.5	3.893941e-01	4.605547e-01	0.777133	3.634805e-01	7.017610e-01	0.235897	3.819348e-01	4.585858e-01	1.013030	6.364972e-01	1.000000e+00	0.333859	1.000000e+00	1.000000e+00	0.789862	7.203632e-01	1.000000e+00	0.333859	2	0	1	0.592223	0.000000	0.551789
ENSG00000198855.7	2.898854e-02	9.932340e-02	2.507597	3.208534e-01	6.842968e-01	0.254857	3.149809e-02	1.038442e-01	2.762454	8.827223e-01	1.000000e+00	0.040045	1.000000e+00	1.000000e+00	0.775027	9.048440e-01	1.000000e+00	0.040045	3	0	6	0.313656	0.000000	0.305346
ENSG00000198856.13	4.528357e-02	1.266228e-01	2.249590	3.634805e-01	7.017610e-01	0.220819	4.944461e-02	1.333915e-01	2.470409	1.000000e+00	1.000000e+00	0.105442	1.000000e+00	1.000000e+00	0.801862	1.000000e+00	1.000000e+00	0.084550	0	0	1	0.000000	0.000000	0.000000
ENSG00000198858.10	2.173294e-01	3.051795e-01	1.269012	6.621252e-01	7.887188e-01	0.123420	2.493200e-01	3.390218e-01	1.392432	8.369321e-01	1.000000e+00	0.116791	1.000000e+00	1.000000e+00	0.883892	8.729556e-01	1.000000e+00	0.116791	1	0	1	0.293813	0.000000	0.283279
ENSG00000198860.14	4.528357e-02	1.266228e-01	2.245408	4.140406e-01	7.185008e-01	0.216723	4.944461e-02	1.333915e-01	2.462131	1.000000e+00	1.000000e+00	0.105884	1.000000e+00	1.000000e+00	0.805153	1.000000e+00	1.000000e+00	0.085253	0	0	1	0.000000	0.000000	0.000000
ENSG00000198862.14	4.242198e-01	4.888325e-01	0.702534	7.239730e-02	5.005445e-01	0.514402	3.063509e-01	3.906881e-01	1.216936	5.290908e-01	1.000000e+00	0.520191	1.000000e+00	1.000000e+00	0.597858	6.398801e-01	1.000000e+00	0.520191	7	0	4	0.836710	0.000000	0.785565
ENSG00000198863.8	1.855104e-01	2.780042e-01	1.372817	7.288369e-01	8.083671e-01	0.117744	2.156885e-01	3.096734e-01	1.490562	1.000000e+00	1.000000e+00	0.253392	1.000000e+00	1.000000e+00	0.888923	1.000000e+00	1.000000e+00	0.225246	0	0	0	0.000000	0.000000	0.000000
ENSG00000198865.10	1.287100e-03	1.679448e-02	4.632638	8.980194e-02	5.268897e-01	0.468633	1.184837e-03	1.479090e-02	5.101271	1.000000e+00	1.000000e+00	0.009729	1.000000e+00	1.000000e+00	0.625857	1.000000e+00	1.000000e+00	0.006089	0	0	3	0.000000	0.000000	0.000000
ENSG00000198870.8	1.317825e-01	2.310200e-01	1.540966	1.751760e-01	6.069273e-01	0.359747	1.109186e-01	2.130353e-01	1.900714	7.970026e-01	1.000000e+00	0.151801	1.000000e+00	1.000000e+00	0.697853	8.430855e-01	1.000000e+00	0.151801	5	0	6	0.523024	0.000000	0.503502
ENSG00000198873.12	5.219865e-02	1.368505e-01	2.170746	2.497373e-01	6.509314e-01	0.295914	4.944461e-02	1.333915e-01	2.466661	8.827223e-01	1.000000e+00	0.050740	1.000000e+00	1.000000e+00	0.743851	9.048440e-01	1.000000e+00	0.050740	2	0	4	0.281020	0.000000	0.269442
ENSG00000198876.13	1.532542e-01	2.507086e-01	1.475060	5.929039e-01	7.695675e-01	0.145615	1.706048e-01	2.706106e-01	1.620675	1.000000e+00	1.000000e+00	0.228765	1.000000e+00	1.000000e+00	0.864490	1.000000e+00	1.000000e+00	0.197765	0	0	0	0.000000	0.000000	0.000000
ENSG00000198879.13	4.182192e-03	3.288355e-02	3.819456	5.831678e-02	4.761324e-01	0.553046	3.275933e-03	2.690154e-02	4.372501	1.000000e+00	1.000000e+00	0.004858	1.000000e+00	1.000000e+00	0.575195	1.000000e+00	1.000000e+00	0.004858	1	0	5	0.112693	0.000000	0.105746
ENSG00000198881.10	3.098431e-01	3.923480e-01	0.930153	4.140406e-01	7.185008e-01	0.219357	3.263614e-01	4.096975e-01	1.149510	6.547705e-01	1.000000e+00	0.304679	1.000000e+00	1.000000e+00	0.803035	7.345166e-01	1.000000e+00	0.304679	3	0	2	0.591798	0.000000	0.566406
ENSG00000198883.12	2.395557e-01	3.247582e-01	1.185796	5.929039e-01	7.695675e-01	0.150164	2.678166e-01	3.559522e-01	1.335960	8.165313e-01	1.000000e+00	0.130486	1.000000e+00	1.000000e+00	0.860567	8.576856e-01	1.000000e+00	0.130486	1	0	1	0.314602	0.000000	0.299991
ENSG00000198885.10	1.717896e-01	2.666241e-01	1.404183	4.140406e-01	7.185008e-01	0.204957	1.771825e-01	2.762287e-01	1.609140	8.525901e-01	1.000000e+00	0.097948	1.000000e+00	1.000000e+00	0.814682	8.840564e-01	1.000000e+00	0.097948	1	0	1	0.264587	0.000000	0.250429
ENSG00000198887.9	3.893941e-01	4.605547e-01	0.766232	9.929121e-02	5.394125e-01	0.445705	3.063509e-01	3.906881e-01	1.211937	5.742604e-01	1.000000e+00	0.424619	1.000000e+00	1.000000e+00	0.640373	6.729862e-01	1.000000e+00	0.424619	4	0	2	0.714180	0.000000	0.657928
ENSG00000198889.5	1.717896e-01	2.666241e-01	1.414636	7.877661e-01	8.289839e-01	0.094701	2.093271e-01	3.038734e-01	1.509338	1.000000e+00	1.000000e+00	0.243014	1.000000e+00	1.000000e+00	0.909645	1.000000e+00	1.000000e+00	0.221056	0	0	0	0.000000	0.000000	0.000000
ENSG00000198892.7	2.231748e-01	3.102132e-01	1.250135	5.292624e-01	7.526452e-01	0.167213	2.426012e-01	3.330531e-01	1.417348	8.369321e-01	1.000000e+00	0.119744	1.000000e+00	1.000000e+00	0.846019	8.729556e-01	1.000000e+00	0.119744	1	0	1	0.298322	0.000000	0.283682
ENSG00000198894.8	4.360529e-01	4.991550e-01	0.685069	7.877661e-01	8.289839e-01	0.081745	5.177679e-01	5.724379e-01	0.766814	6.756004e-01	1.000000e+00	0.287453	1.000000e+00	1.000000e+00	0.921507	7.507705e-01	1.000000e+00	0.287453	1	0	0	0.498732	0.000000	0.478772
ENSG00000198898.16	8.223332e-03	4.894019e-02	3.325604	1.967711e-01	6.213920e-01	0.329612	8.932119e-03	4.976424e-02	3.655216	1.000000e+00	1.000000e+00	0.035951	1.000000e+00	1.000000e+00	0.719203	1.000000e+00	1.000000e+00	0.025856	0	0	2	0.000000	0.000000	0.000000
ENSG00000198900.7	7.732001e-03	4.728972e-02	3.364827	1.234099e-01	5.638614e-01	0.401056	7.578019e-03	4.524211e-02	3.765884	1.000000e+00	1.000000e+00	0.034568	1.000000e+00	1.000000e+00	0.669612	1.000000e+00	1.000000e+00	0.023147	0	0	2	0.000000	0.000000	0.000000
ENSG00000198901.14	1.968028e-02	7.931312e-02	2.791383	3.700852e-02	4.220509e-01	0.654834	1.180605e-02	5.837838e-02	3.446218	1.000000e+00	1.000000e+00	0.016788	1.000000e+00	1.000000e+00	0.519528	1.000000e+00	1.000000e+00	0.016788	1	0	3	0.143129	0.000000	0.129858
ENSG00000198909.8	3.745048e-02	1.140336e-01	2.347842	4.675228e-01	7.345923e-01	0.193802	4.333000e-02	1.235977e-01	2.541644	1.000000e+00	1.000000e+00	0.095575	1.000000e+00	1.000000e+00	0.823821	1.000000e+00	1.000000e+00	0.078737	0	0	1	0.000000	0.000000	0.000000
ENSG00000198910.14	1.221146e-01	2.223652e-01	1.586222	3.634805e-01	7.017610e-01	0.233502	1.271960e-01	2.312716e-01	1.819724	8.369321e-01	1.000000e+00	0.105521	1.000000e+00	1.000000e+00	0.791756	8.729556e-01	1.000000e+00	0.105521	2	0	3	0.356774	0.000000	0.342078
ENSG00000198911.13	1.011860e-01	2.002186e-01	1.711096	2.221663e-01	6.360693e-01	0.300837	9.779959e-02	1.977258e-01	2.011933	8.369321e-01	1.000000e+00	0.106205	1.000000e+00	1.000000e+00	0.740198	8.729556e-01	1.000000e+00	0.106205	3	0	4	0.399712	0.000000	0.383805
ENSG00000198912.12	6.283174e-01	6.641086e-01	0.395064	4.675228e-01	7.345923e-01	0.191446	6.375351e-01	6.762037e-01	0.586510	4.095833e-01	1.000000e+00	0.740786	1.000000e+00	1.000000e+00	0.825764	5.445407e-01	1.000000e+00	0.740786	3	0	1	1.022468	0.000000	0.957513
ENSG00000198915.12	3.459301e-03	2.935661e-02	3.941091	1.555815e-01	5.923518e-01	0.364644	3.572142e-03	2.830927e-02	4.305735	1.000000e+00	1.000000e+00	0.004246	1.000000e+00	1.000000e+00	0.694444	1.000000e+00	1.000000e+00	0.004246	1	0	5	0.108514	0.000000	0.104243
ENSG00000198917.13	2.451484e-01	3.299478e-01	1.160481	2.853306e-01	6.687190e-01	0.262279	2.363902e-01	3.275924e-01	1.422759	7.650109e-01	1.000000e+00	0.187934	1.000000e+00	1.000000e+00	0.769297	8.195686e-01	1.000000e+00	0.187934	2	0	2	0.446039	0.000000	0.420387
ENSG00000198919.13	2.556180e-01	3.399515e-01	1.135329	4.349809e-02	4.408100e-01	0.618821	1.394052e-01	2.429063e-01	1.754150	6.756004e-01	1.000000e+00	0.281934	1.000000e+00	1.000000e+00	0.538579	7.507705e-01	1.000000e+00	0.281934	7	0	5	0.653463	0.000000	0.615729
ENSG00000198920.11	1.657490e-01	2.614462e-01	1.429749	1.498795e-02	3.311948e-01	0.866721	6.603938e-02	1.570235e-01	2.296470	7.650109e-01	1.000000e+00	0.192349	1.000000e+00	1.000000e+00	0.420328	8.195686e-01	1.000000e+00	0.192349	7	0	6	0.582571	0.000000	0.540655
ENSG00000198924.8	4.127676e-01	4.795657e-01	0.734444	1.555815e-01	5.923518e-01	0.369136	3.410167e-01	4.230388e-01	1.103580	5.571202e-01	1.000000e+00	0.464257	1.000000e+00	1.000000e+00	0.691331	6.605184e-01	1.000000e+00	0.464257	5	0	3	0.775254	0.000000	0.731304
ENSG00000198925.12	7.732001e-03	4.728972e-02	3.370295	2.497373e-01	6.509314e-01	0.299989	8.667646e-03	4.893165e-02	3.670284	1.000000e+00	1.000000e+00	0.008349	1.000000e+00	1.000000e+00	0.740826	1.000000e+00	1.000000e+00	0.008349	1	0	4	0.122849	0.000000	0.118340
ENSG00000198929.13	1.789362e-02	7.502711e-02	2.841571	4.140406e-01	7.185008e-01	0.204657	2.142227e-02	8.215010e-02	3.046227	1.000000e+00	1.000000e+00	0.058334	1.000000e+00	1.000000e+00	0.814927	1.000000e+00	1.000000e+00	0.047538	0	0	2	0.000000	0.000000	0.000000
ENSG00000198931.11	2.231748e-01	3.102132e-01	1.256114	5.929039e-01	7.695675e-01	0.147878	2.426012e-01	3.330531e-01	1.403992	1.000000e+00	1.000000e+00	0.284758	1.000000e+00	1.000000e+00	0.862536	1.000000e+00	1.000000e+00	0.245614	0	0	0	0.000000	0.000000	0.000000
ENSG00000198932.13	1.855104e-01	2.780042e-01	1.367338	1.967711e-01	6.213920e-01	0.331141	1.540887e-01	2.560871e-01	1.698479	7.970026e-01	1.000000e+00	0.143627	1.000000e+00	1.000000e+00	0.718104	8.430855e-01	1.000000e+00	0.143627	2	0	2	0.386714	0.000000	0.362248
ENSG00000198933.11	2.556180e-01	3.399515e-01	1.139511	4.140406e-01	7.185008e-01	0.214567	2.616597e-01	3.503691e-01	1.354078	7.650109e-01	1.000000e+00	0.193264	1.000000e+00	1.000000e+00	0.806891	8.195686e-01	1.000000e+00	0.193264	2	0	2	0.452956	0.000000	0.431261
ENSG00000198934.5	1.657490e-01	2.614462e-01	1.421242	3.634805e-01	7.017610e-01	0.231109	1.645619e-01	2.654551e-01	1.652351	8.525901e-01	1.000000e+00	0.095828	1.000000e+00	1.000000e+00	0.793653	8.840564e-01	1.000000e+00	0.095828	1	0	1	0.261240	0.000000	0.245694
ENSG00000198937.9	1.657490e-01	2.614462e-01	1.429877	8.384684e-01	8.533640e-01	0.075692	2.093271e-01	3.038734e-01	1.505569	1.000000e+00	1.000000e+00	0.239338	1.000000e+00	1.000000e+00	0.927102	1.000000e+00	1.000000e+00	0.221891	0	0	0	0.000000	0.000000	0.000000
ENSG00000198939.8	1.011860e-01	2.002186e-01	1.712549	4.140406e-01	7.185008e-01	0.216268	1.081716e-01	2.100833e-01	1.928817	1.000000e+00	1.000000e+00	0.180405	1.000000e+00	1.000000e+00	0.805520	1.000000e+00	1.000000e+00	0.145320	0	0	0	0.000000	0.000000	0.000000
ENSG00000198945.8	2.342639e-02	8.801060e-02	2.678864	1.967711e-01	6.213920e-01	0.327925	2.267176e-02	8.500661e-02	3.006789	1.000000e+00	1.000000e+00	0.019103	1.000000e+00	1.000000e+00	0.720417	1.000000e+00	1.000000e+00	0.019103	1	0	3	0.150196	0.000000	0.142849
ENSG00000198947.18	2.280223e-02	8.662201e-02	2.693365	4.960329e-04	9.929412e-02	1.989994	2.107552e-03	2.094626e-02	4.683359	8.827223e-01	1.000000e+00	0.050502	1.000000e+00	1.000000e+00	0.136696	9.048440e-01	1.000000e+00	0.050502	13	0	12	0.498659	0.000000	0.460195
ENSG00000198948.12	2.473347e-02	9.083531e-02	2.621681	5.292624e-01	7.526452e-01	0.161788	3.059771e-02	1.018826e-01	2.783469	1.000000e+00	1.000000e+00	0.072681	1.000000e+00	1.000000e+00	0.850621	1.000000e+00	1.000000e+00	0.061824	0	0	2	0.000000	0.000000	0.000000
ENSG00000198951.12	1.855104e-01	2.780042e-01	1.368044	3.634805e-01	7.017610e-01	0.221129	1.836415e-01	2.819836e-01	1.589173	7.970026e-01	1.000000e+00	0.143498	1.000000e+00	1.000000e+00	0.801613	8.430855e-01	1.000000e+00	0.143498	2	0	2	0.386535	0.000000	0.370142
ENSG00000198952.8	5.668434e-01	6.114778e-01	0.467865	6.621252e-01	7.887188e-01	0.130377	6.375351e-01	6.762037e-01	0.598242	5.065331e-01	1.000000e+00	0.579347	1.000000e+00	1.000000e+00	0.877765	6.226577e-01	1.000000e+00	0.579347	2	0	0	0.840431	0.000000	0.795284
ENSG00000198954.9	1.071619e-01	2.065896e-01	1.679199	5.929039e-01	7.695675e-01	0.144985	1.236145e-01	2.272118e-01	1.824184	1.000000e+00	1.000000e+00	0.186523	1.000000e+00	1.000000e+00	0.865035	1.000000e+00	1.000000e+00	0.161349	0	0	0	0.000000	0.000000	0.000000
ENSG00000198959.12	6.262709e-03	4.173913e-02	3.520890	4.140406e-01	7.185008e-01	0.215259	8.014105e-03	4.682692e-02	3.736150	1.000000e+00	1.000000e+00	0.029573	1.000000e+00	1.000000e+00	0.806332	1.000000e+00	1.000000e+00	0.023846	0	0	3	0.000000	0.000000	0.000000
ENSG00000198960.11	9.135234e-02	1.890719e-01	1.785742	4.675228e-01	7.345923e-01	0.194866	1.004443e-01	2.011369e-01	1.980608	1.000000e+00	1.000000e+00	0.167673	1.000000e+00	1.000000e+00	0.822945	1.000000e+00	1.000000e+00	0.137985	0	0	0	0.000000	0.000000	0.000000
ENSG00000198961.10	2.972366e-01	3.806051e-01	0.974942	2.497373e-01	6.509314e-01	0.295447	2.871596e-01	3.730641e-01	1.270390	6.756004e-01	1.000000e+00	0.286318	1.000000e+00	1.000000e+00	0.744199	7.507705e-01	1.000000e+00	0.286318	3	0	2	0.571432	0.000000	0.539585
ENSG00000198963.11	2.211108e-02	8.488718e-02	2.700243	2.853306e-01	6.687190e-01	0.266963	2.404467e-02	8.828658e-02	2.967206	1.000000e+00	1.000000e+00	0.067189	1.000000e+00	1.000000e+00	0.765702	1.000000e+00	1.000000e+00	0.051447	0	0	2	0.000000	0.000000	0.000000
ENSG00000198964.14	7.883279e-02	1.730315e-01	1.906221	1.372883e-01	5.764956e-01	0.380127	6.603938e-02	1.570235e-01	2.286348	8.827223e-01	1.000000e+00	0.049693	1.000000e+00	1.000000e+00	0.683775	9.048440e-01	1.000000e+00	0.049693	1	0	2	0.205156	0.000000	0.189449
